Name	Set	Imagefile	Copies	Type	Sphere/Encounter Set(icon)	Unique	Traits	Engage	Cost	Willpower/Threat	Attack	Defense	Hit Points	Quest Points	Abilities	Number	Card Text	Shadow Text	Script	Sound
Path of Need	FoS	FoS103	3	Attachment	Leadership		Condition		4							103	Limit 1 per deck. Attach to a location. Heroes do not exhaust to attack, defend, or commit to a quest while attached location is the active location. 			
The Dripping Walls	FoS	FoS111_front.png,FoS111_back.png	1	Quest	(Gorge, Goblin-Body, Torch, Rock) Foundations of Stone									9		111	Setup: Place Foundations of Stone encounter set aside, out of play. The first player attaches Cave Torch to a hero of his choice. When Revealed: Reveal 1 card from the encounter deck per player, and add it to the staging area. 			
The Water's Edge	FoS	FoS112_front.png,FoS112_back.png	1	Quest	(Gorge, Goblin-Body, Torch, Rock) Foundations of Stone									12		112	Forced: After a player commits characters to the quest, he must discard the top 2 cards of his deck. 			
Trollshaw Scout	FoS	FoS104	3	Ally	Tactics		Noldor. Scout.		2	0	2	1	2		Ranged	104	Trollshaw Scout does not exhaust to attack. Forced: After Trollshaw Scout attacks, either discard it from play or discard 1 card from your hand. 			
Washed Away!	FoS	FoS113_front.png,FoS113_back.png	1	Quest	(Gorge, Goblin-Body, Torch, Rock) Foundations of Stone									0		113	When Revealed: Discard all Item, Armor, Weapon, Light cards and all encounter deck cards from play, Shuffle all enemy and treachery cards in the encounter discard pile together with the Foundations of Stone encounter set. This deck becomes the new encounter deck. remove all other encounter deck cards from the game. Then, starting with the first player, each player draws a random stage 4 quest card. Remove all other stage 4 quest cards from the game. 			
CUSTOM.-.Halbarad	CUSTOM.fx4tFoD	Fx4-01		CUSTOM.-.Hero	CUSTOM.-.Leadership														<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
CUSTOM.-.Ithilieth	CUSTOM.fx4tFoD	Fx4-02		CUSTOM.-.Hero	CUSTOM.-.Tactics														<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
CUSTOM.-.Forest Path	CUSTOM.fx4tFoD	Fx4-03,encounter	2	CUSTOM.-.Location	CUSTOM (Gem).-.The Fall of Dale															
CUSTOM.-.Country Path	CUSTOM.fx4tFoD	Fx4-04,encounter	2	CUSTOM.-.Location	CUSTOM (Gem).-.The Fall of Dale															
CUSTOM.-.Nowhere to Run	CUSTOM.fx4tFoD	Fx4-05,encounter	2	CUSTOM.-.Treachery	CUSTOM (Gem).-.The Fall of Dale															
CUSTOM.-.The Lonely Mountain	CUSTOM.fx4tFoD	Fx4-06,encounter	1	CUSTOM.-.Location	CUSTOM (Gem).-.The Fall of Dale															
CUSTOM.-.Lake Town	CUSTOM.fx4tFoD	Fx4-07,encounter	1	CUSTOM.-.Location	CUSTOM (Gem).-.The Fall of Dale															
CUSTOM.-.Lonely Mountain Path	CUSTOM.fx4tFoD	Fx4-08,encounter	1	CUSTOM.-.Location	CUSTOM (Gem).-.The Fall of Dale															
CUSTOM.-.Road to Dale	CUSTOM.fx4tFoD	Fx4-09,encounter	1	CUSTOM.-.Location	CUSTOM (Gem).-.The Fall of Dale															
CUSTOM.-.Dale	CUSTOM.fx4tFoD	Fx4-10,encounter	1	CUSTOM.-.Location	CUSTOM (Gem).-.The Fall of Dale															
CUSTOM.-.Road to Lake-Town	CUSTOM.fx4tFoD	Fx4-11,encounter	1	CUSTOM.-.Location	CUSTOM (Gem).-.The Fall of Dale															
CUSTOM.-.War Approaches	CUSTOM.fx4tFoD	Fx4-12,encounter	1	CUSTOM.-.Treachery	CUSTOM (Gem).-.The Fall of Dale															
CUSTOM.-.Scouting Party	CUSTOM.fx4tFoD	Fx4-13,encounter	3	CUSTOM.-.Enemy	CUSTOM (Gem).-.The Fall of Dale															
CUSTOM.-.Wainrider Seeker	CUSTOM.fx4tFoD	Fx4-14,encounter	2	CUSTOM.-.Enemy	CUSTOM (Gem).-.The Fall of Dale															
CUSTOM.-.Besieged Soldiers	CUSTOM.fx4tFoD	Fx4-15,encounter	4	CUSTOM.-.Objective	CUSTOM (Gem).-.The Fall of Dale															
CUSTOM.-.Rhun Heavy-Infantry	CUSTOM.fx4tFoD	Fx4-16,encounter	2	CUSTOM.-.Enemy	CUSTOM (Gem-Eye).-.Shadows of the East															
CUSTOM.-.Capitan of Rhun	CUSTOM.fx4tFoD	Fx4-17,encounter	2	CUSTOM.-.Enemy	CUSTOM (Gem-Eye).-.Shadows of the East															
CUSTOM.-.Riverside Dominion	CUSTOM.fx4tFoD	Fx4-18,encounter	2	CUSTOM.-.Treachery	CUSTOM (Gem).-.The Fall of Dale															
CUSTOM.-.Graves of Men	CUSTOM.fx4tFoD	Fx4-19,encounter	2	CUSTOM.-.Treachery	CUSTOM (Gem-Eye).-.Shadows of the East															
CUSTOM.-.Shadow from the East	CUSTOM.fx4tFoD	Fx4-20,encounter	2	CUSTOM.-.Treachery	CUSTOM (Gem-Eye).-.Shadows of the East															
CUSTOM.-.Lancer of Rhun	CUSTOM.fx4tFoD	Fx4-21,encounter	2	CUSTOM.-.Enemy	CUSTOM (Gem-Eye).-.Shadows of the East															
CUSTOM.-.Battle-Hardened 	CUSTOM.fx4tFoD	Fx4-22,encounter	3	CUSTOM.-.Treachery	CUSTOM (Gem-Eye).-.Shadows of the East															
CUSTOM.-.Soldier of Rhun	CUSTOM.fx4tFoD	Fx4-23,encounter	3	CUSTOM.-.Enemy	CUSTOM (Gem-Eye).-.Shadows of the East															
CUSTOM.-.Mustering Defences	CUSTOM.fx4tFoD	fx4-Qst-1a.png,fx4-Qst-1b.png	1	CUSTOM.-.Quest	CUSTOM (Gem, Gem-Eye, Bolt+Mountain).-.The Fall of Dale															
CUSTOM.-.An Uphill Battle	CUSTOM.fx4tFoD	fx4-Qst-2a.png,fx4-Qst-2a.png	1	CUSTOM.-.Quest	CUSTOM (Gem, Gem-Eye, Bolt+Mountain).-.The Fall of Dale															
Counter-Spell	SaF	SAF15,encounter	3	Treachery 	(Balrog) Shadow and Flame		Shadow									145	When Revealed: Attach Counter-spell to Durin's Bane. (Counts as a Condition attachment with the text: Forced: When a player plays an event, discard the top card of the encounter deck. If that card is a treachery card, cancel the effects of the event, discard the event player's hand, and discard Counter-spell from play.) 			
Dark Pit	SaF	SAF11,encounter	1	Location	(Balrog) Shadow and Flame		Underground. Dark 			0				11		141	While Dark Pit is the active location it gains: Refresh Action: Exhaust X characters (maximum 3) you control to discard the top X cards of your deck. If all discarded cards have a higher combined printed cost than the remaining hit points of Durin's Bane, discard Durin's Bane from play.			
Durin's Bane	SaF	SAF20,encounter	1	Enemy 	(Balrog) Shadow and Flame	*	Balrog. Flame. Shadow.	1		4	6	3	27		Regenerate 3. Indestructible. Players cannot play attachments on Durin's Bane.	150	During's Bane cannot leave the staging area, is considered to be engaged with each player whose threat is 1 or greater, and attacks each of those players in turn during the combat phase (deal and discard a new shadow card each attack). 			
Elrond	SaF	SAF01	1	Hero	Lore	*	Noldor. Noble.		13	3	2	3	4			128	You may spend resources from Elrond's resource pool to pay for [Spirit], [Leadership], and [Tactics] allies. Response: After a character is healed by another card effect, heal 1 damage on it. 		<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Fiery Sword	SaF	SAF22,encounter	2	Treachery	(Balrog) Shadow and Flame	*	Weapon. Flame.									152	When Revealed: Attach Fiery Sword to Durin's Bane as a Weapon attachment with the text: Attached enemy gets +3 [Attack]. 			
Fires in the Deep	SaF	SAF14,encounter	2	Treachery 	(Balrog) Shadow and Flame											144	When Revealed: Each player must discard 1 ally he controls, if able. If Fires in the Deep discarded no allies, it gains surge. 	Shadow: The defending player discards 1 ally he controls, if able. 		
Hands Upon the Bow	SaF	SAF04	3	Event	Tactics				1							131	Action: Exhaust a character you control with ranged to immediately declare it as an attacker (and resolve its attack) against an enemy in the staging area. It gets +1 [Attack] during this attack. 			
Hardy Leadership	SaF	SAF03	3	Attachment	Leadership	*			2							130	Attach to a [Leadership] hero.Each Dwarf character gets +1 hit point.			
Inner Flame	SaF	SAF16,encounter	3	Treachery	(Balrog) Shadow and Flame											143	When Revealed: Durin's Bane gets +3 [Attack] until the end of the round. The first player may remove 1 questing hero he controls from the quest to cancel this effect. 	Shadow: If attacking enemy is Durin's Bane, it gets +3 [Attack]. 		
Inner Shadow	SaF	SAF17,encounter	3	Treachery 	(Balrog) Shadow and Flame										Surge.	147	When Revealed: Heal 5 damage from Durin's Bane, if able. The first player may remove 1 questing hero he controls from the quest to cancel this effect. 			
Last Lord of Moria	SaF	SAF26a.png,SAF26b.png	1	Quest	(Goblin-Body, Chain, Balrog) Shadow and Flame									1		140	When Revealed: Durin's Bane makes an immediate attack on the first player. Add Dark Pit to the staging area. Players cannot win the game while Durin's Bane is in play. If Durin's Bane leaves play by the effect on Dark Pit, the players have won the game. 			
Leaping Flame	SaF	SAF19,encounter	3	Treachery 	(Balrog) Shadow and Flame											149	When Revealed: Durin's Bane makes an immediate attack against the first player (deal and resolve a shadow card). 	Shadow: If attacking enemy is Durin's Bane, it gets +3 [Attack]. 		
Many Thonged Whip	SaF	SAF23,encounter	2	Treachery	(Balrog) Shadow and Flame	*	Weapon. Flame.									153	When Revealed: Attach Many Thonged Whip to Durin's Bane as a Weapon attachment with the text: Forced: When Durin's Bane attacks, the defending player must discard 1 card at random from his hand. 			
Master of the Forge	SaF	SAF07	3	Ally	Lore		Noldor. Craftsman.		2	0	0	1	1			134	Action: Exhaust Master of the Forge to search the top 5 cards of your deck for any 1 attachment and add it to your hand. Shuffle the other cards back into your deck. 			
Miruvor	SaF	SAF06	3	Attachment	Spirit		Item		1							133	Attach to a hero. Action: Discard Miruvor to (choose two): ready attached hero, add 1 resource to attached hero's resource pool, attached hero gets +1 [Willpower] until the end of the round, or put Miruvor on the top of your deck. 			
Nearing the Gate	SaF	SAF24a.png,SAF24b.png	1	Quest	(Goblin-Body, Chain, Balrog) Shadow and Flame											138	Setup: Remove Dark Pit from the encounter deck and place it aside, out of play. Add Durin's Bane to the staging area. Shuffle the encounter deck. When Revealed: Reduce each player's threat to 0. Reveal X cards from the encounter deck, where X is one less than the number of players in the game, and add them to the staging area. 			
O Elbereth! Gilthonial!	SaF	SAF05	3	Event	Spirit				4						Secrecy 4	132	Response: After an enemy attacks you, put that enemy on the bottom of the encounter deck. If your threat is lower than that enemy's engagement cost, set your threat equal to the engagement cost of that enemy. 			
Peace, and Thought	SaF	SAF08	3	Event	Lore				1							135	Refresh Action: Exhaust 2 heroes to draw 5 cards. 			
Ranging Goblin	SaF	SAF21,encounter	3	Enemy	(Balrog) Shadow and Flame		Goblin. Orc.	35		2	1	1	2			151	When Revealed: Each player must deal 1 damage to a hero he controls. Forced: After a character leaves play, shuffle Ranging Goblin and the top card in the encounter discard pile back into the encounter deck. 			
Risk Some Light	SaF	SAF09	3	Event	Lore				3						Secrecy 3	136	Action: Look at the top 3 cards of the encounter deck. You may select 1 card and move it to the bottom of the encounter deck. Return any unselected cards to the top of the encounter deck, in any order.			
Second Deep	SaF	SAF13,encounter	3	Location 	(Balrog) Shadow and Flame		Underground			3				3		143	While Durin's Bane has no damage on it, progress tokens cannot be placed on Second Deep.			
Second Hall	SaF	SAF12,encounter	1	Location	(Balrog) Shadow and Flame	*	Underground			4				2		142	While Second Hall is the active location, it gains: Forced: after a character leaves play, reveal 1 card from the encounter deck and add it to the staging area. 			
The Rear Guard	SaF	SAF25a.png,SAF25b.png	1	Quest	(Goblin-Body, Chain, Balrog) Shadow and Flame									16		139	Forced: If at least 1 hero committed to the quest this round, place 4 progress tokens on The Rear Guard (bypassing any active location) at the end of the quest phase. If Durin's Bane has 0 hit points, advance to the next stage of the scenario immediately. 			
Vilya	SaF	SAF10	3	Attachment	Neutral	*	Ring. Artifact.		2							137	Attach to Elrond. He gains a [Spirit] resource icon. Action: Exhaust Elrond and Vilya to reveal the top card of your deck. You can immediately play or put into play the revealed card for no cost, if able. Otherwise, move the revealed card to the bottom of your deck. 			
We Are Not Idle	SaF	SAF02	3	Event	Leadership				0							129	Action: Exhaust X Dwarf characters to add X resources to a hero's resource pool and draw 1 card. 			
Whip Lash	SaF	SAF18,encounter	2	Treachery	(Balrog) Shadow and Flame											148	When Revealed: Each player must discard 1 attachment he controls, if able. 	Shadow: If attacking enemy is Durin's Bane, the defending player discards all attachments he controls. 		
Thorin Oakenshield	OHAUH	OHAUH02	1	Hero	Leadership	*	Dwarf. Noble. Warrior.	12		3	3	1	5			2			<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Nori	OHAUH	OHAUH03	1	Hero	Spirit	*	Dwarf.	9		2	1	2	4			3			<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Ori	OHAUH	OHAUH04	1	Hero	Lore	*	Dwarf.	8		2	2	1	3			4			<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Beorn (OHAUH)	OHAUH	OHAUH05	1	Hero	Tactics	*	Beorning. Warrior.	12		0	5	1	10			5			<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Fili	OHAUH	OHAUH06	3	Ally	Leadership	*	Dwarf.		3	1	1	1	2			6				
Kili	OHAUH	OHAUH07	3	Ally	Spirit	*	Dwarf.		3	1	1	1	2			7				
Bofur (OHAUH)	OHAUH	OHAUH08	3	Ally	Tactics	*	Dwarf.		3	2	2	0	3			8				
Dori	OHAUH	OHAUH09	3	Ally	Lore	*	Dwarf.		3	1	2	1	3			9				
Gandalf (OHAUH)	OHAUH	OHAUH10	3	Ally	Neutral	*	Istari.		5	4	4	4	4			10				
Cram	OHAUH	OHAUH11	3	Attachment	Leadership		Item.		0							11				
Spare Hood and Cloak	OHAUH	OHAUH12	3	Attachment	Spirit		Item.		0							12				
Thror's Map	OHAUH	OHAUH13	3	Attachment	Lore	*	Artifact. Item.		1							13				
A Very Good Tale	OHAUH	OHAUH14	3	Event	Leadership				0							14				
Foe-Hammer	OHAUH	OHAUH15	3	Event	Tactics				0							15				
Goblin-Cleaver	OHAUH	OHAUH16	3	Event	Tactics				0							16				
Late Adventurer	OHAUH	OHAUH17	3	Event	Spirit				0							17				
Expecting Mischief	OHAUH	OHAUH18	3	Event	Lore				1							18				
Bilbo Baggins (OHAUH)	OHAUH	OHAUH01	1	Hero	Baggins	*	Hobbit.	0		1	1	1	3			1			<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Burglar Baggins	OHAUH	OHAUH19	3	Event	Baggins				1							19				
Sting	OHAUH	OHAUH20	1	Treasure	(OrcFace) We Must Away, Ere Break of Day	*	Artifact. Item. Weapon.		0							20				
Orcrist	OHAUH	OHAUH21	1	Treasure	(OrcFace) We Must Away, Ere Break of Day	*	Aritfact. Item. Weapon.		0							21				
Glamdring	OHAUH	OHAUH22	1	Treasure	(OrcFace) We Must Away, Ere Break of Day	*	Artifact. Item. Weapon		0							22				
William	OHAUH	OHAUH23,encounter	1	Enemy	(OrcFace) We Must Away, Ere Break of Day	*	Troll.	38		3	5	2	12			32				
Bert	OHAUH	OHAUH24,encounter	1	Enemy	(OrcFace) We Must Away, Ere Break of Day	*	Troll.	23		3	5	2	10			33				
Tom	OHAUH	OHAUH25,encounter	1	Enemy	(OrcFace) We Must Away, Ere Break of Day	*	Troll.	33		3	5	2	11			34				
A Suspicious Crow	OHAUH	OHAUH26,encounter	3	Enemy	(Hawk) Western Lands		Creature.	25		1	1	1	1			35				
Troll Camp	OHAUH	OHAUH27,encounter	3	Location	(OrcFace) We Must Away, Ere Break of Day		Forest. Trollshaws.			3				3		36				
Troll Cave	OHAUH	OHAUH28,encounter	1	Location	(OrcFace) We Must Away, Ere Break of Day		Cave. Trollshaws.			2				4		37				
Hobbit-lands	OHAUH	OHAUH29,encounter	2	Location	(OrcFace) We Must Away, Ere Break of Day		Western Lands.			1				1		38				
Dreary Hills	OHAUH	OHAUH30,encounter	2	Location	(Hawk) Western Lands		Western Lands.			3				2		39				
Lone-lands	OHAUH	OHAUH31,encounter	2	Location	(Hawk) Western Lands		Western Lands.			2				3		40				
Cave Entrance	OHAUH	OHAUH32,encounter	2	Location	(Hawk) Western Lands		Western Lands.			1				3		41				
Troll Purse	OHAUH	OHAUH33,encounter	1	Objective	(OrcFace) We Must Away, Ere Break of Day	*	Item.									42				
Troll Key	OHAUH	OHAUH34,encounter	1	Objective	(OrcFace) We Must Away, Ere Break of Day	*	Item.									43				
A Smelly Sack	OHAUH	OHAUH35,encounter	1	Objective	(OrcFace) We Must Away, Ere Break of Day		Sack.									44				
A Strong Sack	OHAUH	OHAUH36,encounter	1	Objective	(OrcFace) We Must Away, Ere Break of Day		Sack.									45				
A Tough Sack	OHAUH	OHAUH37,encounter	1	Objective	(OrcFace) We Must Away, Ere Break of Day		Sack.									46				
A Large Sack	OHAUH	OHAUH38,encounter	1	Objective	(OrcFace) We Must Away, Ere Break of Day		Sack.									47				
A Deep Sack	OHAUH	OHAUH39,encounter	1	Objective	(OrcFace) We Must Away, Ere Break of Day		Sack.									48				
A Foul Sack	OHAUH	OHAUH40,encounter	1	Objective	(OrcFace) We Must Away, Ere Break of Day		Sack.									49				
A Worn Sack	OHAUH	OHAUH41,encounter	1	Objective	(OrcFace) We Must Away, Ere Break of Day		Sack.									50				
Lots or None at All	OHAUH	OHAUH42,encounter	3	Treachery	(OrcFace) We Must Away, Ere Break of Day											51				
A Nice Pickle	OHAUH	OHAUH43,encounter	2	Treachery	(OrcFace) We Must Away, Ere Break of Day										Doomed 1.	52				
Roast 'Em or Boil 'Em?	OHAUH	OHAUH44,encounter	3	Treachery	(OrcFace) We Must Away, Ere Break of Day											53				
Hungry Troll	OHAUH	OHAUH45,encounter	3	Treachery	(OrcFace) We Must Away, Ere Break of Day											54				
No Campfire	OHAUH	OHAUH46,encounter	2	Treachery	(Hawk) Western Lands										Doomed 1.	55				
Wind-whipped Rain	OHAUH	OHAUH47,encounter	2	Treachery	(Hawk) Western Lands											56				
More Like a Grocer	OHAUH	OHAUH48,encounter	1	Treachery	(Hawk) Western Lands											57				
Goblin Axeman	OHAUH	OHAUH49,encounter	3	Enemy	(Goblin-Face-Side) Misty Mountain Goblins		Goblin. Orc.	25		2	1	2	2			58				
Goblin Miners	OHAUH	OHAUH50,encounter	3	Enemy	(Goblin-Face-Side) Misty Mountain Goblins		Goblin. Orc.	25		2	2	0	2			59				
Goblin Runners	OHAUH	OHAUH51,encounter	3	Enemy	(Goblin-Face-Side) Misty Mountain Goblins		Goblin. Orc.	20		1	3	1	2		Surge.	60				
Goblin Driver	OHAUH	OHAUH52,encounter	3	Enemy	(Goblin-Face-Side) Misty Mountain Goblins		Goblin. Orc.	30		3	2	2	3			61				
Goblin Bent-Swords	OHAUH	OHAUH53,encounter	4	Enemy	(GoblinPtail) The Great Goblin		Goblin. Orc.	33		2	3	2	3			62				
The Great Goblin	OHAUH	OHAUH54,encounter	1	Enemy	(GoblinPtail) The Great Goblin	*	Goblin. Orc.	15		3	5	2	8			63				
Stone-giant	OHAUH	OHAUH55,encounter	3	Enemy	(Giant) Over the Misty Mountains Grim		Giant.	40		4	6	3	9			64				
The Goblins' Caves	OHAUH	OHAUH56,encounter	3	Location	(Goblin-Face-Side) Misty Mountain Goblins		Cave. 			3				3		65				
Front Porch	OHAUH	OHAUH57,encounter	2	Location	(GoblinPtail) The Great Goblin		Cave.			4				4		66				
Great Cavern Room	OHAUH	OHAUH58,encounter	3	Location	(GoblinPtail) The Great Goblin		Cave.			2				3		67				
Overhanging Rock	OHAUH	OHAUH59,encounter	2	Location	(Giant) Over the Misty Mountains Grim		Mountain.			2				3		68				
The High Pass	OHAUH	OHAUH60,encounter	1	Location	(Giant) Over the Misty Mountains Grim	*	Mountain.			X				5		69				
Grip, grap! Pinch, nab!	OHAUH	OHAUH61,encounter	3	Treachery	(Goblin-Face-Side) Misty Mountain Goblins											70				
Chaos in the Cavern	OHAUH	OHAUH62,encounter	2	Treachery	(GoblinPtail) The Great Goblin											71				
Galloping Boulders	OHAUH	OHAUH63,encounter	4	Treachery	(Giant) Over the Misty Mountains Grim											72				
Guffawing of Giants	OHAUH	OHAUH64,encounter	2	Treachery	(Giant) Over the Misty Mountains Grim											73				
Gollum (OHAUH)	OHAUH	OHAUH65,encounter	1	Enemy	(GollumFace) Dungeons Deep and Caverns Dim	*	Gollum.	50		0	2	3	5			74				
Great Gray Wolf	OHAUH	OHAUH66,encounter	1	Enemy	(GollumFace) Dungeons Deep and Caverns Dim		Creature.	30		4	5	2	5			75				
Wild Wargs	OHAUH	OHAUH67,encounter	4	Enemy	(GollumFace) Dungeons Deep and Caverns Dim		Creature.	25		3	3	2	3			76				
The Wargs' Glade	OHAUH	OHAUH68,encounter	3	Location	(GollumFace) Dungeons Deep and Caverns Dim		Forest.			2				4		77				
Lake in the Cavern	OHAUH	OHAUH69,encounter	1	Location	(GollumFace) Dungeons Deep and Caverns Dim		Cave.			X				-		78				
Bilbo's Magic Ring	OHAUH	OHAUH70,encounter	1	Objective	(GollumFace) Dungeons Deep and Caverns Dim		Artifact. Ring.									79				
Come down little bird	OHAUH	OHAUH71,encounter	2	Treachery	(GollumFace) Dungeons Deep and Caverns Dim											80				
It Likes Riddles	OHAUH	OHAUH72,encounter	3	Treachery	(GollumFace) Dungeons Deep and Caverns Dim											81				
Hiding in the Trees	OHAUH	OHAUH73,encounter	2	Treachery	(GollumFace) Dungeons Deep and Caverns Dim											82				
What's In My Pocket?	OHAUH	OHAUH74,encounter	2	Treachery	(GollumFace) Dungeons Deep and Caverns Dim											83				
Not fair! Not fair!	OHAUH	OHAUH75,encounter	1	Treachery	(GollumFace) Dungeons Deep and Caverns Dim											84				
An Unexpected Party	OHAUH	OHAUH76a.png,OHAUH76b.png	1	Quest	(OrcFace, Hawk) We Must Away, Ere Break of Day									7		24				
Roast Mutton	OHAUH	OHAUH77a.png,OHAUH77b.png	1	Quest	(OrcFace, Hawk) We Must Away, Ere Break of Day									1		25				
Dawn Take You All (OHAUH)	OHAUH	OHAUH78a.png,OHAUH78b.png	1	Quest	(OrcFace, Hawk) We Must Away, Ere Break of Day									0		26				
A Short Rest	OHAUH	OHAUH79a.png,OHAUH79b.png	1	Quest	(Giant, Hawk) Over the Misty Mountains Grim									0		27				
The Mountain Pass	OHAUH	OHAUH80a.png,OHAUH80b.png	1	Quest	(Giant, Hawk) Over the Misty Mountains Grim									16		28				
Down, Down to Goblin Town	OHAUH	OHAUH81a.png,OHAUH81b.png	1	Quest	(Giant, Hawk) Over the Misty Mountains Grim									20		29				
Out of the Frying Pan	OHAUH	OHAUH82a.png,OHAUH82b.png	1	Quest	(GollumFace, Goblin-Face-Side) Dungeons Deep and Caverns Dim									14		30				
Riddles in the Dark	OHAUH	OHAUH83a.png,OHAUH83b.png	1	Quest	(GollumFace, Goblin-Face-Side) Dungeons Deep and Caverns Dim									9		31				
Into the Fire	OHAUH	OHAUH84a.png,OHAUH84b.png	1	Quest	(GollumFace, Goblin-Face-Side) Dungeons Deep and Caverns Dim									16		32				
Beregond	HON	HON01	1	Hero	Tactics	*	Gondor. Warrior.	10		0	1	4	4		Sentinel.	1			<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Boromir (HON)	HON	HON02	1	Hero	Leadership	*	Gondor. Warrior. Noble	11		1	3	2	5			2			<s><a>y</a><l>Initialise counters</l><f>/ccwhite=1</f></s>	
Errand-rider	HON	HON03	3	Ally	Leadership		Gondor.		1	0	0	0	2			3				
Citadel Custodian	HON	HON04	3	Ally	Leadership		Gondor.		5	1	0	1	3			4				
Mutual Accord	HON	HON05	3	Event	Leadership				0							5				
Wealth of Gondor	HON	HON06	3	Event	Leadership				0							6				
Defender of Rammas	HON	HON07	3	Ally	Tactics		Gondor. Warrior.		2	0	1	4	1			7				
Behind Strong Walls	HON	HON08	3	Event	Tactics				1							8				
Spear of the Citadel	HON	HON09	3	Attachment	Tactics		Item. Weapon		2							9				
Damrod	HON	HON10	3	Ally	Spirit		Gondor. Ranger.		4	1	2	2	2			10				
Light the Beacons	HON	HON11	3	Event	Spirit				5							11				
A Watchful Peace	HON	HON12	3	Event	Spirit				1							12				
Blood of Numenor	HON	HON13	3	Attachment	Spirit		Condition.		0							13				
Hunter of Lamedon	HON	HON14	3	Ally	Lore		Gondor. Outlands.		2	1	1	1	1			14				
Ithilien Tracker	HON	HON15	3	Ally	Lore		Gondor. Ranger.		2	0	1	0	3			15				
Master of Lore	HON	HON16	3	Ally	Lore		Gondor.		3	1	0	1	1			16				
Ranger Spikes	HON	HON17	3	Attachment	Lore		Trap.		2							17				
Envoy of pelargir	HON	HON18	3	Ally	Neutral		Gondor.		2	1	1	0	1			18				
Alcaron's Scroll	HON	HON19,encounter	1	Objective	(Fish) Peril in Pelargir	*	Scroll.									19				
Harbor Thug	HON	HON20,encounter	5	Enemy	(Fish) Peril in Pelargir		Thug.	25		2	3	1	3			20				
The Leaping Fish	HON	HON21,encounter	1	Location	(Fish) Peril in Pelargir	*	City.			2				6		21				
Pelargir Docks	HON	HON22,encounter	2	Location	(Fish) Peril in Pelargir		City. River.			4				3		22				
Harbor Storehouse	HON	HON23,encounter	2	Location	(Fish) Peril in Pelargir		City.			1				4		23				
Collateral Damage	HON	HON24,encounter	4	Treachery	(Fish) Peril in Pelargir											24				
Celador	HON	HON25,encounter	1	Objective	(TreeKing) Into Ithilien	*	Gondor. Ranger.			2	2	2	3			25				
Ithilien Guardian	HON	HON26,encounter	2	Objective	(TreeKing) Into Ithilien		Gondor. Ranger.			2	2	1	2			26				
Southron Company	HON	HON27,encounter	4	Enemy	(TreeKing) Into Ithilien		Harad.	34		1	3	1	5			27				
Ithilien Road	HON	HON28,encounter	2	Location	(TreeKing) Into Ithilien		Forest. Road.			4				4		28				
Blocking Wargs	HON	HON29,encounter	4	Treachery	(TreeKing) Into Ithilien										Surge.	29				
Orc Scramblers	HON	HON30,encounter	3	Enemy	(Rook) The Siege of Cair Andros		Orc. Besieger.	15		1	2	1	2		Surge.	30				
Battering Ram	HON	HON31,encounter	3	Enemy	(Rook) The Siege of Cair Andros		Besieger.	33		2	7	3	5		Doomed 2.	31				
Siege Raft	HON	HON32,encounter	2	Enemy	(Rook) The Siege of Cair Andros		Besieger.	30		3	4	1	6			32				
The Citadel	HON	HON33,encounter	1	Location	(Rook) The Siege of Cair Andros		Cair Andros. Battleground.			3				11		33				
The Approach	HON	HON34,encounter	1	Location	(Rook) The Siege of Cair Andros		Cair Andros. Battleground.			2				7		34				
The Banks	HON	HON35,encounter	1	Location	(Rook) The Siege of Cair Andros		Cair Andros. Battleground.			1				3		35				
Orc Assault	HON	HON36,encounter	2	Treachery	(Rook) The Siege of Cair Andros											36				
Pickpocket	HON	HON37,encounter	3	Enemy	(Hammer) Streets of Gondor		Brigand	28		3	1	0	2			37				
City Street	HON	HON38,encounter	3	Location	(Hammer) Streets of Gondor		City.			2				2	Surge.	38				
Market Square	HON	HON39,encounter	2	Location	(Hammer) Streets of Gondor		City.			3				1		39				
Lost in the City	HON	HON40,encounter	1	Treachery	(Hammer) Streets of Gondor											40				
Local Trouble	HON	HON41,encounter	2	Treachery	(Hammer) Streets of Gondor											41				
Zealous Traitor	HON	HON42,encounter	3	Enemy	(Dagger) Brigands		Brigand.	17		2	3	2	3			42				
Lossarnach Bandit	HON	HON43,encounter	2	Enemy	(Dagger) Brigands		Brigand.	24		3	3	3	3			43				
Umbar Assassin	HON	HON44,encounter	1	Enemy	(Dagger) Brigands		Brigand.	40		4	5	1	5		Archery 2.	44				
Lurking in Shadows	HON	HON45,encounter	2	Treachery	(Dagger) Brigands											45				
Overgrown Trail	HON	HON46,encounter	3	Location	(Leaf) Brooding Forest		Forest.			4				6		46				
